mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,param_model__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
92.84263925552368,19.95396710105907,0.3428823471069336,0.034266400388038645,0.1,scale,linear,"{'model__C': 0.1, 'model__gamma': 'scale', 'model__kernel': 'linear'}",0.8020519010259505,0.8126131563065782,0.8126131563065782,0.8161786900090552,0.8188952610926653,0.8124704329481653,0.005720421915283552,7,0.8153010411951109,0.8132639203259393,0.8131130224837785,0.8126744624669936,0.811693700490381,0.8132092293924407,0.0011807393448854074
22.91819348335266,0.6629456375832415,1.0476557731628418,0.054947266017281886,0.1,scale,rbf,"{'model__C': 0.1, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.79963789981895,0.8111044055522028,0.8101991550995775,0.8119529127678841,0.8143676426199818,0.8094524031717192,0.0050994774917176005,9,0.8137166138524219,0.8103214124038026,0.8102459634827222,0.8098830629950962,0.8094304036212749,0.8107194912710636,0.0015314567149126094
106.82027759552003,9.911734020536212,0.30754837989807127,0.009112533390488965,0.1,auto,linear,"{'model__C': 0.1, 'model__gamma': 'auto', 'model__kernel': 'linear'}",0.8020519010259505,0.8126131563065782,0.8126131563065782,0.8161786900090552,0.8188952610926653,0.8124704329481653,0.005720421915283552,7,0.8153010411951109,0.8132639203259393,0.8131130224837785,0.8126744624669936,0.811693700490381,0.8132092293924407,0.0011807393448854074
37.84018030166626,0.6424302453462785,1.52392520904541,0.027648209713041213,0.1,auto,rbf,"{'model__C': 0.1, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.7290283645141823,0.7420036210018105,0.7407966203983102,0.7392091759734379,0.7440386356776336,0.7390152835130749,0.0052366694451929435,12,0.7510940093556662,0.7476988079070469,0.7496604798551381,0.7468879668049793,0.7462089777442474,0.7483100483334155,0.0018102227830455978
325.3692664146423,12.668948381271262,0.2824126720428467,0.002062936677618861,1.0,scale,linear,"{'model__C': 1, 'model__gamma': 'scale', 'model__kernel': 'linear'}",0.8023536511768256,0.8126131563065782,0.8126131563065782,0.8161786900090552,0.8188952610926653,0.8125307829783404,0.005610728826244836,3,0.8152255922740305,0.8132639203259393,0.8128112267994567,0.8127499056959638,0.811693700490381,0.8131488691171542,0.001159025947029831
23.250389766693115,0.4649669508181802,0.9705216884613037,0.020217978782077452,1.0,scale,rbf,"{'model__C': 1, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.8017501508750754,0.8138201569100785,0.8162341581170791,0.817084213703592,0.8188952610926653,0.813556788139698,0.006124971529431703,1,0.818847140485891,0.8158291836426739,0.8155273879583522,0.8147868728781592,0.8150132025650698,0.8160007575060293,0.0014699791181165811
328.2021810054779,9.485323338265765,0.28699889183044436,0.006241723413505098,1.0,auto,linear,"{'model__C': 1, 'model__gamma': 'auto', 'model__kernel': 'linear'}",0.8023536511768256,0.8126131563065782,0.8126131563065782,0.8161786900090552,0.8188952610926653,0.8125307829783404,0.005610728826244836,3,0.8152255922740305,0.8132639203259393,0.8128112267994567,0.8127499056959638,0.811693700490381,0.8131488691171542,0.001159025947029831
49.14622845649719,3.077449343109493,1.4025902271270752,0.032887023751513374,1.0,auto,rbf,"{'model__C': 1, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.767954133977067,0.7845503922751962,0.78002414001207,0.7826743133111983,0.7844853607002716,0.7799376680551606,0.006213863963461953,10,0.8946733061717217,0.8921080428549871,0.8926361853025502,0.8895511127876273,0.8940777065258393,0.892609270728545,0.0017900184227313393
1661.5829868793487,53.36269285027641,0.2801079273223877,0.0038405535263607788,10.0,scale,linear,"{'model__C': 10, 'model__gamma': 'scale', 'model__kernel': 'linear'}",0.8026554013277006,0.8126131563065782,0.8126131563065782,0.815876848777543,0.8188952610926653,0.812530764762213,0.005463322642400998,5,0.8153010411951109,0.8133393692470198,0.8126603289572959,0.8127499056959638,0.8118445869483214,0.8131790464087423,0.001162976945872522
27.823044538497925,0.9224471945211364,0.9169846534729004,0.03273759724314096,10.0,scale,rbf,"{'model__C': 10, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.8014484007242003,0.8147254073627037,0.8171394085697042,0.8152731663145185,0.8179897373981286,0.813315224073851,0.006051761942028746,2,0.8205824656707409,0.8174136109853629,0.8163573260902369,0.8175028291210864,0.8165220671444737,0.8176756598023802,0.0015242598321927906
1666.06662402153,69.37951809136487,0.2789435386657715,0.003000795895559144,10.0,auto,linear,"{'model__C': 10, 'model__gamma': 'auto', 'model__kernel': 'linear'}",0.8026554013277006,0.8126131563065782,0.8126131563065782,0.815876848777543,0.8188952610926653,0.812530764762213,0.005463322642400998,5,0.8153010411951109,0.8133393692470198,0.8126603289572959,0.8127499056959638,0.8118445869483214,0.8131790464087423,0.001162976945872522
125.19075059890747,8.962284699024268,1.2735534191131592,0.02105657769126146,10.0,auto,rbf,"{'model__C': 10, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.7317441158720579,0.7579963789981895,0.7441158720579361,0.748566254150317,0.7404165408994868,0.7445678323955974,0.008697107968689378,11,0.9713294099894372,0.9692168401991852,0.9697449826467481,0.96982270841192,0.9726141078838174,0.9705456098262216,0.0012507794343672124
